Gamma,Limit,Lambda,Sharpe,Active_Return,Active_Risk
0.01,0.05,0.0,2.504044342443373,0.14688311503878482,0.22514391355423527
0.01,0.13333333333333333,0.0,2.6481391141951587,0.16250389696962442,0.22739654870831838
0.01,0.21666666666666667,0.0,2.7899080189126053,0.17819263533205376,0.23146357351691063
0.01,0.3,0.0,2.9278558608839846,0.19394713716858947,0.23725169839330426
0.01,0.3833333333333333,0.0,3.060461523691869,0.20976516916496313,0.24463879057913848
0.01,0.4666666666666666,0.0,3.1862444273195303,0.2256444586021935,0.25348509661692953
0.01,0.55,0.0,3.3038351757359927,0.24158269316768188,0.26364376950556245
0.01,0.6333333333333333,0.0,3.4120434736638168,0.2575775237219946,0.27496939354482913
0.01,0.7166666666666667,0.0,3.509915990700144,0.2736265621452243,0.287324007646668
0.01,0.8,0.0,3.596777919638382,0.28972737788539726,0.30058075393561795
0.23111111111111113,0.05,0.0,1.6596208960267738,-0.04537932084782814,0.10591448294211198
0.23111111111111113,0.13333333333333333,0.0,1.631950071188114,-0.04646794422466094,0.10695109144520697
0.23111111111111113,0.21666666666666667,0.0,1.6001645477616258,-0.04759519629519704,0.10892717831655171
0.23111111111111113,0.3,0.0,1.5647961773099006,-0.048761115205069094,0.11179293786182426
0.23111111111111113,0.3833333333333333,0.0,1.526424158950517,-0.04996575394685154,0.11548214801317912
0.23111111111111113,0.4666666666666666,0.0,1.4856465728092476,-0.05120910515370336,0.11991885205149568
0.23111111111111113,0.55,0.0,1.4430516181358373,-0.052491244007546234,0.12502348371205582
0.23111111111111113,0.6333333333333333,0.0,1.39919777069308,-0.053812234945487925,0.13071784029864297
0.23111111111111113,0.7166666666666667,0.0,1.3906490680037829,-0.054020045384897686,0.1318635413754538
0.23111111111111113,0.8,0.0,1.3906495337477733,-0.05402014216515538,0.13186294466920764
0.45222222222222225,0.05,0.0,1.213830088640736,-0.09188572052828226,0.11101686334106171
0.45222222222222225,0.13333333333333333,0.0,1.2125238090232242,-0.09191933549845388,0.11098736045348277
0.45222222222222225,0.21666666666666667,0.0,1.2125563625463265,-0.09191798299089549,0.11098757771660318
0.45222222222222225,0.3,0.0,1.212511604565492,-0.09192012399438754,0.11098758787417891
0.45222222222222225,0.3833333333333333,0.0,1.2125499733567378,-0.09191830597496897,0.1109875983616092
0.45222222222222225,0.4666666666666666,0.0,1.2125491362533825,-0.09191835556665129,0.11098760729264323
0.45222222222222225,0.55,0.0,1.2125497964176495,-0.09191832800406785,0.11098760828014037
0.45222222222222225,0.6333333333333333,0.0,1.2125508399426337,-0.09191827881565406,0.11098760531456836
0.45222222222222225,0.7166666666666667,0.0,1.2125518744407406,-0.09191822855762888,0.11098760117045674
0.45222222222222225,0.8,0.0,1.212511223064084,-0.09192032657363847,0.11098768320139951
0.6733333333333333,0.05,0.0,1.148026249143837,-0.10124177278048485,0.13264113928337018
0.6733333333333333,0.13333333333333333,0.0,1.2054805601603382,-0.10010040715169888,0.1346984767406837
0.6733333333333333,0.21666666666666667,0.0,1.2054691898103305,-0.1001006373502884,0.13469805560793002
0.6733333333333333,0.3,0.0,1.2054665205341257,-0.10010068661553584,0.1346979424845605
0.6733333333333333,0.3833333333333333,0.0,1.2054662867582875,-0.10010069111676279,0.13469793281937698
0.6733333333333333,0.4666666666666666,0.0,1.2054662682353903,-0.1001006913164817,0.13469793253134577
0.6733333333333333,0.55,0.0,1.2054662617415763,-0.10010069127050092,0.13469793221754212
0.6733333333333333,0.6333333333333333,0.0,1.2054662603759947,-0.10010069113539832,0.13469793204579264
0.6733333333333333,0.7166666666666667,0.0,1.2054662603122686,-0.10010069100095498,0.13469793195399876
0.6733333333333333,0.8,0.0,1.2054662596042087,-0.10010069091996532,0.13469793188512638
0.8944444444444445,0.05,0.0,1.1048682247230972,-0.10437438604674809,0.14718292925430032
0.8944444444444445,0.13333333333333333,0.0,1.1729862716250006,-0.10304723709839181,0.14940785695955755
0.8944444444444445,0.21666666666666667,0.0,1.2352714448009705,-0.10185617161784555,0.15190410591934128
0.8944444444444445,0.3,0.0,1.2352661129076123,-0.10185627311711098,0.15190387442089015
0.8944444444444445,0.3833333333333333,0.0,1.235269589014696,-0.10185620172267684,0.15190402326414534
0.8944444444444445,0.4666666666666666,0.0,1.2352669650048715,-0.10185625753103322,0.15190393863583473
0.8944444444444445,0.55,0.0,1.2352664053592204,-0.10185626881226184,0.15190390838061343
0.8944444444444445,0.6333333333333333,0.0,1.2352662632276086,-0.10185627042337675,0.15190388302831884
0.8944444444444445,0.7166666666666667,0.0,1.2352662668501435,-0.10185627016080834,0.15190388298948262
0.8944444444444445,0.8,0.0,1.2352662676312711,-0.1018562700015313,0.15190388262065865
1.1155555555555556,0.05,0.0,1.069411846690097,-0.10626794690777841,0.15626342651166214
1.1155555555555556,0.13333333333333333,0.0,1.1364523608017005,-0.10497781423160935,0.15914601652806765
1.1155555555555556,0.21666666666666667,0.0,1.204109893525304,-0.10367450614361984,0.1617511543725639
1.1155555555555556,0.3,0.0,1.240830037119564,-0.10296952508840806,0.16338931505304066
1.1155555555555556,0.3833333333333333,0.0,1.240811674000467,-0.10297033629349694,0.16339164726336203
1.1155555555555556,0.4666666666666666,0.0,1.2408201622969575,-0.1029696293713408,0.16338814301965612
1.1155555555555556,0.55,0.0,1.2408274381085742,-0.10296944267640451,0.16338830790752606
1.1155555555555556,0.6333333333333333,0.0,1.240825976681277,-0.10296946265323481,0.1633882308996669
1.1155555555555556,0.7166666666666667,0.0,1.2408243334902802,-0.10296949452948023,0.16338814101934832
1.1155555555555556,0.8,0.0,1.2408255822646383,-0.10296944015238119,0.16338806345852924
1.3366666666666667,0.05,0.0,1.0429521038498597,-0.1074613282861816,0.16040324325021368
1.3366666666666667,0.13333333333333333,0.0,1.1074160652514147,-0.10628204040051803,0.16603745601808048
1.3366666666666667,0.21666666666666667,0.0,1.1739354071793635,-0.1049841949574688,0.168536986864238
1.3366666666666667,0.3,0.0,1.2378232387303365,-0.10373697377859736,0.17143428482074774
1.3366666666666667,0.3833333333333333,0.0,1.2378222628946305,-0.10373718985447677,0.17143670326214827
1.3366666666666667,0.4666666666666666,0.0,1.2378149022874816,-0.10373713634395376,0.17143387605733237
1.3366666666666667,0.55,0.0,1.2378147393641525,-0.10373717923882964,0.1714345248609223
1.3366666666666667,0.6333333333333333,0.0,1.2378083027331421,-0.10373731452602286,0.1714337872816405
1.3366666666666667,0.7166666666666667,0.0,1.2378133887113418,-0.10373717479045108,0.17143384396320882
1.3366666666666667,0.8,0.0,1.2378075368767751,-0.1037373630340046,0.17143390415376192
1.557777777777778,0.05,0.0,1.0225910380580854,-0.10832119568119714,0.16357514847115903
1.557777777777778,0.13333333333333333,0.0,1.0844141579966726,-0.10722238938521811,0.17113497440905132
1.557777777777778,0.21666666666666667,0.0,1.1498684522818292,-0.1059286387384547,0.17356104666087702
1.557777777777778,0.3,0.0,1.2142896176034153,-0.10465248050912923,0.17645719121137715
1.557777777777778,0.3833333333333333,0.0,1.231976318690134,-0.10429783639836565,0.17734752799326392
1.557777777777778,0.4666666666666666,0.0,1.2319798495561796,-0.10429781731465759,0.17734807997148222
1.557777777777778,0.55,0.0,1.2319790038000702,-0.10429778894556296,0.17734780298912678
1.557777777777778,0.6333333333333333,0.0,1.2319827632122227,-0.10429772670557313,0.17734899495810705
1.557777777777778,0.7166666666666667,0.0,1.2319761450158284,-0.10429786361476467,0.1773477338381433
1.557777777777778,0.8,0.0,1.231956671630552,-0.10429842146102519,0.17734752038477047
1.778888888888889,0.05,0.0,1.0066469045786204,-0.10896663298219988,0.16606290967257767
1.778888888888889,0.13333333333333333,0.0,1.0673401739989574,-0.10787455098213983,0.1735448217795105
1.778888888888889,0.21666666666666667,0.0,1.1305008875742941,-0.10664154371032664,0.17741807420051317
1.778888888888889,0.3,0.0,1.1939524422431531,-0.10536793195872107,0.18025178212770845
1.778888888888889,0.3833333333333333,0.0,1.2272755865690663,-0.10471391825569865,0.18174880894480544
1.778888888888889,0.4666666666666666,0.0,1.2272894795143887,-0.10471309602535772,0.18174779134129226
1.778888888888889,0.55,0.0,1.2272949837585236,-0.10471310482095342,0.18174756418647692
1.778888888888889,0.6333333333333333,0.0,1.227294188542728,-0.10471302423521311,0.18174662770488326
1.778888888888889,0.7166666666666667,0.0,1.2272928137873635,-0.10471305283026244,0.1817466589422771
1.778888888888889,0.8,0.0,1.2272680981825563,-0.10471367521220498,0.1817476292209192
2.0,0.05,0.0,1.0430461417611032,-0.1075593210236836,0.16782814843166166
2.0,0.13333333333333333,0.0,1.05360898248493,-0.1083826361462249,0.1754588255393419
2.0,0.21666666666666667,0.0,1.1145806229588404,-0.10720209574929818,0.1804706745265268
2.0,0.3,0.0,1.1760216220125899,-0.1060094695595627,0.18271787235589446
2.0,0.3833333333333333,0.0,1.2295862127884254,-0.10499188070320797,0.18479765698268566
2.0,0.4666666666666666,0.0,1.2296444950305472,-0.10498996859684628,0.1847982124299761
2.0,0.55,0.0,1.2296306746018284,-0.10499069765926461,0.18479756669932185
2.0,0.6333333333333333,0.0,1.2296039205688372,-0.10499138008948039,0.1847977186587389
2.0,0.7166666666666667,0.0,1.2295827159472463,-0.10499205742469442,0.18479828027015535
2.0,0.8,0.0,1.229591637558867,-0.10499177598962806,0.18479795530865292
